Spline Index,Control Point Index,Spline Type,"Coordinates (x, y, z)","Left Handle (x, y, z)","Right Handle (x, y, z)",Left Handle Type,Right Handle Type,Tilt,Weight,NURBS Weight
0,0,POLY,4.055999755859375,0.1929931640625,-3.7930002212524414,,,,,,,,
0,1,POLY,5.136993408203125,0.5469970703125,-4.206000328063965,,,,,,,,
0,2,POLY,6.110992431640625,1.14300537109375,-4.506999969482422,,,,,,,,
0,3,POLY,6.839996337890625,2.02398681640625,-4.689000129699707,,,,,,,,
0,4,POLY,7.657989501953125,2.81500244140625,-4.840000152587891,,,,,,,,
0,5,POLY,8.545013427734375,3.50994873046875,-5.017000198364258,,,,,,,,
0,6,POLY,9.618011474609375,3.906982421875,-5.140999794006348,,,,,,,,
0,7,POLY,10.743011474609375,4.10699462890625,-5.225000381469727,,,,,,,,
0,8,POLY,11.881011962890625,4.21600341796875,-5.289000511169434,,,,,,,,
0,9,POLY,13.01800537109375,4.27099609375,-5.270000457763672,,,,,,,,
0,10,POLY,14.1510009765625,4.31597900390625,-5.171999931335449,,,,,,,,
0,11,POLY,15.285003662109375,4.3599853515625,-5.02400016784668,,,,,,,,
1,0,POLY,15.285003662109375,4.3599853515625,-5.02400016784668,,,,,,,,
1,1,POLY,15.64599609375,4.46795654296875,-4.074000358581543,,,,,,,,
1,2,POLY,16.64898681640625,4.63897705078125,-3.385000228881836,,,,,,,,
1,3,POLY,17.779998779296875,4.6309814453125,-3.1070003509521484,,,,,,,,
1,4,POLY,18.9219970703125,4.69097900390625,-2.9039993286132812,,,,,,,,
1,5,POLY,20.06500244140625,4.73199462890625,-2.767000198364258,,,,,,,,
1,6,POLY,21.2030029296875,4.7449951171875,-2.7059993743896484,,,,,,,,
1,7,POLY,22.3389892578125,4.7340087890625,-2.697999954223633,,,,,,,,
1,8,POLY,23.483001708984375,4.7239990234375,-2.680999755859375,,,,,,,,
1,9,POLY,24.626007080078125,4.71697998046875,-2.5960006713867188,,,,,,,,
1,10,POLY,25.764984130859375,4.72698974609375,-2.4010009765625,,,,,,,,
1,11,POLY,26.889984130859375,4.760986328125,-2.0710010528564453,,,,,,,,
1,12,POLY,28.010009765625,4.781982421875,-1.6180000305175781,,,,,,,,
1,13,POLY,29.10699462890625,4.83795166015625,-1.0550003051757812,,,,,,,,
1,14,POLY,30.14599609375,5.1510009765625,-0.3969993591308594,,,,,,,,
1,15,POLY,31.14300537109375,5.13897705078125,0.31599998474121094,,,,,,,,
1,16,POLY,32.126983642578125,4.61895751953125,1.0279998779296875,,,,,,,,
1,17,POLY,33.165985107421875,4.20599365234375,1.7229995727539062,,,,,,,,
1,18,POLY,34.272003173828125,4.0009765625,2.3899993896484375,,,,,,,,
1,19,POLY,35.399993896484375,3.9849853515625,3.038999557495117,,,,,,,,
1,20,POLY,36.48199462890625,3.9219970703125,3.729999542236328,,,,,,,,
1,21,POLY,37.415985107421875,3.6510009765625,4.548000335693359,,,,,,,,
1,22,POLY,38.264984130859375,3.2919921875,5.496000289916992,,,,,,,,
1,23,POLY,39.22601318359375,2.8709716796875,6.371999740600586,,,,,,,,
1,24,POLY,40.302001953125,2.51300048828125,7.065999984741211,,,,,,,,
1,25,POLY,41.37200927734375,2.57196044921875,7.73900032043457,,,,,,,,
1,26,POLY,42.389984130859375,2.8599853515625,8.452999114990234,,,,,,,,
1,27,POLY,43.4320068359375,3.01300048828125,9.190000534057617,,,,,,,,
1,28,POLY,44.49798583984375,2.94598388671875,9.934000015258789,,,,,,,,
1,29,POLY,45.561004638671875,2.7139892578125,10.670000076293945,,,,,,,,
1,30,POLY,46.6090087890625,2.37396240234375,11.36400032043457,,,,,,,,
1,31,POLY,47.623992919921875,1.90496826171875,11.958000183105469,,,,,,,,
1,32,POLY,48.5889892578125,1.31097412109375,12.420000076293945,,,,,,,,
1,33,POLY,49.537994384765625,0.6820068359375,12.764999389648438,,,,,,,,
1,34,POLY,50.49200439453125,0.05596923828125,13.005001068115234,,,,,,,,
1,35,POLY,51.454010009765625,-0.56103515625,13.147998809814453,,,,,,,,
1,36,POLY,52.417999267578125,-1.176025390625,13.208999633789062,,,,,,,,
1,37,POLY,53.36199951171875,-1.822021484375,13.200000762939453,,,,,,,,
1,38,POLY,54.266998291015625,-2.52001953125,13.124000549316406,,,,,,,,
1,39,POLY,55.180999755859375,-3.2030029296875,12.980998992919922,,,,,,,,
1,40,POLY,56.15899658203125,-3.77899169921875,12.766998291015625,,,,,,,,
1,41,POLY,57.196990966796875,-4.25103759765625,12.51099967956543,,,,,,,,
1,42,POLY,58.266998291015625,-4.6490478515625,12.246000289916992,,,,,,,,
1,43,POLY,59.28900146484375,-5.11602783203125,11.916000366210938,,,,,,,,
1,44,POLY,60.183990478515625,-5.69500732421875,11.468000411987305,,,,,,,,
1,45,POLY,61.032989501953125,-6.37103271484375,10.961000442504883,,,,,,,,
1,46,POLY,61.863983154296875,-7.12799072265625,10.48699951171875,,,,,,,,
1,47,POLY,62.686004638671875,-7.9150390625,10.086000442504883,,,,,,,,
1,48,POLY,63.566009521484375,-8.63800048828125,9.767000198364258,,,,,,,,
1,49,POLY,64.56500244140625,-9.18402099609375,9.544000625610352,,,,,,,,
1,50,POLY,65.625,-9.613037109375,9.410999298095703,,,,,,,,
1,51,POLY,66.71099853515625,-9.967041015625,9.34000015258789,,,,,,,,
1,52,POLY,67.84201049804688,-10.1180419921875,9.315999984741211,,,,,,,,
1,53,POLY,68.98300170898438,-10.12200927734375,9.332000732421875,,,,,,,,
